House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
7,Halfcrown Heights,Annette,Robinson,7,Daughter,NA,Female,Student,None,NA
8,Halfcrown Heights,Philip,Smith,50,Head,Married,Male,Unemployed,None,None
8,Halfcrown Heights,Eileen,Smith,50,Wife,Married,Female,Operational researcher,None,None
8,Halfcrown Heights,Lewis,Smith,19,Son,Single,Male,University Student,None,None
8,Halfcrown Heights,Angela,Smith,14,Daughter,NA,Female,Student,None,NA
8,Halfcrown Heights,Patricia,Freeman-Smith,12,Daughter,NA,Female,Student,None,NA
9,Halfcrown Heights,Eric,Khan,22,Head,Single,Male,University Student,None,Muslim
9,Halfcrown Heights,Suzanne,Gibson,23,None,Single,Female,"Psychologist, clinical",None,None
9,Halfcrown Heights,Carole,Robinson,57,None,Single,Female,Illustrator,None,Methodist
9,Halfcrown Heights,Martin,Booth,60,None,Single,Male,"Accountant, chartered public finance",None,Christian
9,Halfcrown Heights,Phillip,Lloyd,28,None,Single,Male,Biomedical scientist,None,Christian
9,Halfcrown Heights,Pauline,Davis,27,None,Single,Female,Production engineer,None,None
9,Halfcrown Heights,Dean,Joyce,57,None,Single,Male,Unemployed,None,Christian
9,Halfcrown Heights,Katie,Burton,29,None,Single,Female,"Sales professional, IT",None,Methodist
9,Halfcrown Heights,Carol,Jackson,33,None,Single,Female,Unemployed,None,None
9,Halfcrown Heights,Jodie,Harrison,24,None,Single,Female,Furniture designer,None,None
10,Halfcrown Heights,Christine,Clark,59,Head,Married,Female,"Designer, interior/spatial",None,Christian
10,Halfcrown Heights,Joseph,Clark,62,Husband,Married,Male,Armed forces logistics/support/administrative officer,None,Christian
10,Halfcrown Heights,Jonathan,Clark,31,Son,Single,Male,Unemployed,None,None
10,Halfcrown Heights,Melissa,Clark,27,Daughter,Single,Female,"Surveyor, commercial/residential",None,Christian
10,Halfcrown Heights,Elizabeth,Clark,6,Daughter,NA,Female,Student,None,NA
11,Halfcrown Heights,Eileen,Jones,73,Head,Married,Female,Retired Illustrator,None,Methodist
11,Halfcrown Heights,Christian,Jones,75,Husband,Married,Male,Retired Publishing copy,None,None
11,Halfcrown Heights,Andrew,Jones,30,Son,Single,Male,"Therapist, sports",None,Methodist
11,Halfcrown Heights,Albert,Jones,28,Son,Single,Male,TEFL teacher,None,None
11,Halfcrown Heights,Guy,Jones,22,Son,Single,Male,University Student,None,Methodist
11,Halfcrown Heights,Geraldine,Jones,14,Daughter,NA,Female,Student,None,NA
11,Halfcrown Heights,Jasmine,Jones,11,Daughter,NA,Female,Student,None,NA
11,Halfcrown Heights,Donna,Jones,7,Daughter,NA,Female,Student,None,NA
11,Halfcrown Heights,Katie,Jones,3,Daughter,NA,Female,Child,None,NA
11,Halfcrown Heights,Amber,Jones,3,Daughter,NA,Female,Child,None,NA
11,Halfcrown Heights,Gary,Pearson,33,Sibling,Single,Male,Unemployed,None,Catholic
11,Halfcrown Heights,Julia,Knight,26,Lodger,Single,Female,"Pharmacist, hospital",None,None
11,Halfcrown Heights,Deborah,Miles,44,Lodger,Single,Female,Medical physicist,None,Catholic
11,Halfcrown Heights,Beth,Young,58,Lodger,Divorced,Female,Armed forces training and education officer,None,Methodist
11,Halfcrown Heights,Amanda,Scott,38,Lodger,Single,Female,"Programmer, applications",None,Christian
11,Halfcrown Heights,Francesca,Thorpe,47,Visitor,Single,Female,Geoscientist,None,Christian
11,Halfcrown Heights,Jade,James,39,Lodger,Single,Female,Financial manager,None,Christian
11,Halfcrown Heights,Max,Peters,61,Visitor,Single,Male,Software engineer,None,Christian
12,Halfcrown Heights,Scott,Ali,29,Head,Married,Male,Financial trader,None,None
12,Halfcrown Heights,Tina,Ali,27,Wife,Married,Female,Adult guidance worker,None,None
13,Halfcrown Heights,Caroline,Smith,60,Head,Single,Female,Bookseller,None,Christian
13,Halfcrown Heights,Mitchell,Ball,59,Partner,Single,Male,Ophthalmologist,None,Christian
14,Halfcrown Heights,Malcolm,Kaur,51,Head,Married,Male,Private music teacher,None,None
14,Halfcrown Heights,Alison,Kaur,53,Wife,Married,Female,Unemployed,None,None
14,Halfcrown Heights,Janet,Randall-Kaur,27,Daughter,Single,Female,Freight forwarder,None,None
14,Halfcrown Heights,Tracy,Randall-Kaur,27,Daughter,Single,Female,Fish farm manager,Unknown Infection,None
14,Halfcrown Heights,Leanne,Randall-Kaur,26,Daughter,Divorced,Female,Unemployed,None,None
14,Halfcrown Heights,Katy,Randall-Kaur,21,Daughter,Single,Female,University Student,None,None
14,Halfcrown Heights,Shirley,Randall-Kaur,17,Daughter,NA,Female,Student,None,NA
14,Halfcrown Heights,Garry,Randall-Kaur,16,Son,NA,Male,Student,None,NA
14,Halfcrown Heights,Kenneth,Randall-Kaur,12,Son,NA,Male,Student,None,NA
14,Halfcrown Heights,Danielle,Randall-Kaur,9,Daughter,NA,Female,Student,None,NA
15,Halfcrown Heights,Beth,Buckley,46,Head,Married,Female,Chemical engineer,None,Christian
15,Halfcrown Heights,William,Buckley,48,Husband,Married,Male,Market researcher,None,Christian
15,Halfcrown Heights,Linda,Buckley,10,Daughter,NA,Female,Student,None,NA
15,Halfcrown Heights,Glen,Buckley,10,Son,NA,Male,Student,None,NA
15,Halfcrown Heights,John,Buckley,3,Son,NA,Male,Child,None,NA
15,Halfcrown Heights,Lisa,Buckley,3,Daughter,NA,Female,Child,None,NA
15,Halfcrown Heights,Helen,Buckley,0,Daughter,NA,Female,Child,None,NA
16,Halfcrown Heights,Gillian,Stone,52,Head,Single,Female,"Scientist, research (maths)",None,None
16,Halfcrown Heights,Christian,Riley,59,Partner,Single,Male,"Scientist, product/process development",None,None
16,Halfcrown Heights,Joe,Stone,23,Son,Single,Male,Chief Marketing Officer,None,None
16,Halfcrown Heights,Ryan,Stone,21,Son,Single,Male,University Student,None,None
16,Halfcrown Heights,Vanessa,Stone,17,Daughter,NA,Female,Student,None,NA
16,Halfcrown Heights,Jordan,Stone,8,Son,NA,Male,Student,None,NA
16,Halfcrown Heights,Jeffrey,Stone,7,Son,NA,Male,Student,None,NA
16,Halfcrown Heights,Charlene,Stone,6,Daughter,NA,Female,Student,None,NA
16,Halfcrown Heights,Ricky,Stone,3,Son,NA,Male,Child,None,NA
16,Halfcrown Heights,Julian,Stone,0,Son,NA,Male,Child,None,NA
16,Halfcrown Heights,Antony,Connolly,18,Lodger,Single,Male,Student,None,NA
17,Halfcrown Heights,Elaine,Russell,49,Head,Married,Female,Leisure centre manager,None,None
17,Halfcrown Heights,Douglas,Russell,51,Husband,Married,Male,Geoscientist,None,None
17,Halfcrown Heights,Reece,Russell,18,Son,Single,Male,Student,None,None
17,Halfcrown Heights,Matthew,Russell,14,Son,NA,Male,Student,None,NA
17,Halfcrown Heights,Shirley,Russell,7,Daughter,NA,Female,Student,None,NA
1,Phillips Crescent,Kate,Palmer,25,Head,Single,Female,Dentist,None,None
1,Phillips Crescent,Clifford,Turner,24,Partner,Single,Male,Market researcher,None,None
1,Phillips Crescent,Marilyn,Palmer,9,Daughter,NA,Female,Student,None,NA
2,Phillips Crescent,Stacey,Chambers,36,Head,Married,Female,"Therapist, music",None,Catholic
2,Phillips Crescent,Samuel,Chambers,38,Husband,Married,Male,"Engineer, drilling",None,None
2,Phillips Crescent,Gregory,Chambers,7,Son,NA,Male,Student,None,NA
3,Phillips Crescent,Lisa,Thorpe,59,Head,Single,Female,Barrister,None,Christian
3,Phillips Crescent,Brandon,Thorpe,23,Son,Divorced,Male,Unemployed,None,None
3,Phillips Crescent,Guy,Thorpe,20,Son,Widowed,Male,University Student,None,Christian
3,Phillips Crescent,Kayleigh,Thorpe,16,Daughter,NA,Female,Student,None,NA
3,Phillips Crescent,Sean,Thorpe,12,Son,NA,Male,Student,None,NA
4,Phillips Crescent,Rita,O'Donnell,42,Head,Divorced,Female,"Teacher, adult education",None,None
4,Phillips Crescent,William,O'Donnell,12,Son,NA,Male,Student,None,NA
5,Phillips Crescent,Jill,Sheppard,37,Head,Married,Female,Social researcher,None,None
5,Phillips Crescent,Roger,Sheppard,41,Husband,Married,Male,Metallurgist,None,None
5,Phillips Crescent,Yvonne,Sheppard,15,Daughter,NA,Female,Student,None,NA
6,Phillips Crescent,Barbara,Abbott,51,Head,Married,Female,Firefighter,None,Christian
6,Phillips Crescent,Dominic,Abbott,53,Husband,Married,Male,Banker,None,Christian
6,Phillips Crescent,Terry,Whitehead,17,Son,NA,Male,Student,None,NA
7,Phillips Crescent,Deborah,Barker,40,Head,Married,Female,Rural practice surveyor,None,None
7,Phillips Crescent,Ryan,Barker,41,Husband,Married,Male,Barrister's clerk,None,None
7,Phillips Crescent,Gordon,Barker,14,Son,NA,Male,Student,None,NA
8,Phillips Crescent,Amber,Leach,25,Head,Single,Female,Actuary,None,None
8,Phillips Crescent,Gregory,Wilson,28,Partner,Single,Male,Volunteer coordinator,None,None
8,Phillips Crescent,Geoffrey,Leach,8,Son,NA,Male,Student,None,NA
8,Phillips Crescent,Ricky,Leach,7,Son,NA,Male,Student,None,NA
8,Phillips Crescent,Janice,Leach,5,Daughter,NA,Female,Student,None,NA
8,Phillips Crescent,Tracey,Marsh-Leach,2,Daughter,NA,Female,Child,None,NA
9,Phillips Crescent,Lawrence,Williams,54,Head,Married,Male,Press photographer,None,Catholic
9,Phillips Crescent,Megan,Williams,48,Wife,Married,Female,Fisheries officer,None,Catholic
9,Phillips Crescent,Clare,Williams,13,Daughter,NA,Female,Student,None,NA
10,Phillips Crescent,Jane,Mason,33,Head,Divorced,Female,Health and safety adviser,None,Methodist
10,Phillips Crescent,Geraldine,Mason,11,Daughter,NA,Female,Student,None,NA
10,Phillips Crescent,Iain,Mason,6,Son,NA,Male,Student,None,NA
10,Phillips Crescent,Derek,Mason,5,Son,NA,Male,Student,None,NA
11,Phillips Crescent,Liam,Knight,40,Head,Single,Male,Actuary,None,Christian
11,Phillips Crescent,Carl,Brown,61,None,Single,Male,Systems developer,None,None
11,Phillips Crescent,Jill,Middleton,28,None,Single,Female,International aid/development worker,None,Sikh
12,Phillips Crescent,Louise,Whittaker,49,Head,Widowed,Female,Acupuncturist,None,None
12,Phillips Crescent,Francis,Whittaker,19,Son,Single,Male,University Student,None,None
12,Phillips Crescent,Hazel,Whittaker,15,Daughter,NA,Female,Student,None,NA
12,Phillips Crescent,Darren,Whittaker,15,Son,NA,Male,Student,None,NA
13,Phillips Crescent,Molly,Burton-Scott,61,Head,Widowed,Female,Unemployed,None,Christian
13,Phillips Crescent,Katy,Burton-Scott,22,Daughter,Divorced,Female,University Student,None,None
13,Phillips Crescent,Vincent,Burton-Scott,18,Son,Divorced,Male,Student,None,None
14,Phillips Crescent,Rita,Hamilton,74,Head,Divorced,Female,Retired Production manager,None,Christian
15,Phillips Crescent,Jamie,Thompson,39,Head,Divorced,Male,Music therapist,None,None
15,Phillips Crescent,Michael,Thompson,17,Son,NA,Male,Student,None,NA
15,Phillips Crescent,Harriet,Thompson,13,Daughter,NA,Female,Student,None,NA
15,Phillips Crescent,Josh,Thompson,10,Son,NA,Male,Student,None,NA
16,Phillips Crescent,Shane,Brown,69,Head,Married,Male,Retired Advertising art director,None,None
16,Phillips Crescent,Dorothy,Brown,65,Wife,Married,Female,Counselling psychologist,None,None
16,Phillips Crescent,Ruth,Brown,25,Daughter,Single,Female,Copy,None,None
17,Phillips Crescent,Lydia,Curtis,50,Head,Single,Female,"Designer, blown glass/stained glass",None,Methodist
17,Phillips Crescent,Guy,Wright,51,Partner,Single,Male,Graphic designer,None,None
17,Phillips Crescent,Reece,Curtis,19,Son,Single,Male,University Student,None,Methodist
17,Phillips Crescent,Zoe,Curtis,17,Daughter,NA,Female,Student,Deaf,NA
17,Phillips Crescent,Phillip,Mellor,13,Son,NA,Male,Student,None,NA
18,Phillips Crescent,Dorothy,Nash,37,Head,Single,Female,Professor Emeritus,None,Methodist
18,Phillips Crescent,Lawrence,Rogers,40,Partner,Single,Male,Physiological scientist,None,Methodist
18,Phillips Crescent,Graeme,Taylor,55,Sibling,Single,Male,Radiation protection practitioner,None,None
1,Gold Village,Olivia,Long,33,Head,Married,Female,"Pharmacist, hospital",None,None
1,Gold Village,Jordan,Long,39,Husband,Married,Male,Ecologist,None,None
1,Gold Village,Kirsty,Long,11,Daughter,NA,Female,Student,None,NA
1,Gold Village,George,Long,10,Son,NA,Male,Student,None,NA
2,Gold Village,Beth,Archer,76,Head,Widowed,Female,Retired Trading standards officer,None,Christian
2,Gold Village,Paula,Cox-Archer,42,Daughter,Single,Female,"Administrator, charities/voluntary organisations",None,Christian
2,Gold Village,Gillian,Cox-Archer,38,Daughter,Single,Female,Systems developer,None,Christian
2,Gold Village,Benjamin,Carpenter,36,Son,Divorced,Male,Health promotion specialist,None,None
2,Gold Village,Alexandra,Carpenter,33,Daughter,Single,Female,Clinical biochemist,None,Christian
2,Gold Village,Sarah,Carpenter,30,Daughter,Single,Female,"Exhibitions officer, museum/gallery",None,Christian
3,Gold Village,Marion,Williams,47,Head,Married,Female,Orthoptist,None,None
3,Gold Village,Mark,Williams,49,Husband,Married,Male,"Teacher, primary school",None,None
3,Gold Village,Helen,Williams,18,Daughter,Widowed,Female,Student,None,None
3,Gold Village,Carolyn,Williams,14,Daughter,NA,Female,Student,None,NA
4,Gold Village,Dennis,Johnson,40,Head,Married,Male,English as a second language teacher,None,Catholic
4,Gold Village,Janet,Johnson,35,Wife,Married,Female,IT consultant,None,Catholic
4,Gold Village,Ashley,Johnson,14,Son,NA,Male,Student,None,NA
4,Gold Village,Molly,Johnson,13,Daughter,NA,Female,Student,None,NA
5,Gold Village,Jill,Tomlinson,36,Head,Married,Female,Data scientist,None,None
5,Gold Village,Graham,Tomlinson,36,Husband,Married,Male,"Research officer, political party",Mental Disability,None
5,Gold Village,Arthur,Tomlinson,2,Son,NA,Male,Child,None,NA
5,Gold Village,Jeffrey,Tomlinson,2,Son,NA,Male,Child,None,NA
6,Gold Village,Ashley,Barnett,34,Head,Single,Male,Metallurgist,None,Methodist
6,Gold Village,Jemma,Mills,30,Partner,Single,Female,Unemployed,None,Methodist
6,Gold Village,Billy,Barnett,11,Son,NA,Male,Student,None,NA
6,Gold Village,Ronald,Barnett,10,Son,NA,Male,Student,None,NA
7,Gold Village,Jayne,Walton,38,Head,Married,Female,"Designer, exhibition/display",None,None
7,Gold Village,Damien,Walton,41,Husband,Married,Male,"Surveyor, minerals",None,None
7,Gold Village,Tony,Walton,2,Son,NA,Male,Child,None,NA
7,Gold Village,Lesley,Fowler,37,Lodger,Single,Female,"Secretary, company",None,None
8,Gold Village,Marian,Mason,54,Head,Single,Female,"Engineer, biomedical",None,Christian
8,Gold Village,Christine,Mason,12,Daughter,NA,Female,Student,None,NA
8,Gold Village,Jacob,Mason,7,Son,NA,Male,Student,None,NA
8,Gold Village,Benjamin,Mason,3,Son,NA,Male,Child,None,NA
9,Gold Village,Kirsty,Hawkins,84,Head,Married,Female,Retired Senior tax professional/tax inspector,None,Catholic
9,Gold Village,Gary,Hawkins,88,Husband,Married,Male,Retired Broadcast engineer,None,None
10,Gold Village,Jeremy,Hall,19,Head,Married,Male,University Student,None,None
10,Gold Village,Jane,Hall,19,Wife,Married,Female,University Student,None,None
11,Gold Village,Melanie,Fisher-Moore,43,Head,Married,Female,Immigration officer,None,None
11,Gold Village,Gregory,Fisher-Moore,46,Husband,Married,Male,Arts development officer,None,None
11,Gold Village,Jill,Fisher-Moore,14,Daughter,NA,Female,Student,None,NA
11,Gold Village,Tracy,Fisher-Moore,5,Daughter,NA,Female,Student,None,NA
11,Gold Village,Donald,Fisher-Moore,3,Son,NA,Male,Child,None,NA
11,Gold Village,Charlene,Fisher-Moore,1,Daughter,NA,Female,Child,None,NA
12,Gold Village,Abigail,Hall,40,Head,Married,Female,Senior tax professional/tax inspector,None,Catholic
12,Gold Village,Donald,Hall,39,Husband,Married,Male,Geophysicist/field seismologist,None,Catholic
12,Gold Village,Peter,Hall,16,Son,NA,Male,Student,None,NA
12,Gold Village,Maureen,Hall,13,Daughter,NA,Female,Student,None,NA
13,Gold Village,Charlene,Lewis,48,Head,Married,Female,Dealer,None,Methodist
13,Gold Village,Brett,Lewis,54,Husband,Married,Male,Hydrogeologist,None,Methodist
13,Gold Village,Mathew,Jones,14,Son,NA,Male,Student,None,NA
13,Gold Village,Dylan,Jones,10,Son,NA,Male,Student,None,NA
14,Gold Village,Geraldine,Hope,40,Head,Married,Female,"Psychotherapist, child",None,None
14,Gold Village,Douglas,Hope,41,Husband,Married,Male,"Psychologist, educational",None,None
14,Gold Village,Molly,Hope,7,Daughter,NA,Female,Student,None,NA
14,Gold Village,Sylvia,Hope,2,Daughter,NA,Female,Child,None,NA
15,Gold Village,Lynne,Chamberlain,32,Head,Single,Female,Consulting civil engineer,None,None
15,Gold Village,David,Russell,36,Partner,Single,Male,"Scientist, biomedical",None,None
15,Gold Village,Georgia,Chamberlain,6,Daughter,NA,Female,Student,None,NA
15,Gold Village,Dorothy,Chamberlain,5,Daughter,NA,Female,Student,None,NA
16,Gold Village,Sara,Johnson,34,Head,Married,Female,"Lecturer, higher education",None,Methodist
16,Gold Village,Darren,Johnson,37,Husband,Married,Male,Sports therapist,None,Methodist
16,Gold Village,Ross,Johnson,2,Son,NA,Male,Child,None,NA
17,Gold Village,Leah,Price,41,Head,Divorced,Female,Field seismologist,None,Methodist
17,Gold Village,Gordon,Price,15,Step-Son,NA,Male,Student,None,NA
17,Gold Village,Julie,Allen,13,Step-Daughter,NA,Female,Student,None,NA
18,Gold Village,Karen,Kirk,54,Head,Divorced,Female,"Engineer, automotive",None,Christian
18,Gold Village,Hugh,Kirk,24,Son,Divorced,Male,Secretary/administrator,None,Christian
18,Gold Village,Jeffrey,Kirk,24,Son,Single,Male,Learning mentor,None,Christian
18,Gold Village,Francesca,Kirk,19,Daughter,Single,Female,"Engineer, biomedical",None,Christian
18,Gold Village,Wayne,Kirk,19,Son,Single,Male,University Student,None,Christian
18,Gold Village,Ben,Kirk,15,Son,NA,Male,Student,None,NA
19,Gold Village,Carl,Herbert,47,Head,Single,Male,Television camera operator,None,None
20,Gold Village,Lesley,Bradley,23,Head,Divorced,Female,Quarry manager,None,Catholic
20,Gold Village,Charlene,Brookes,35,Sibling,Divorced,Female,Land,None,None
20,Gold Village,Gerald,Hale,61,Lodger,Divorced,Male,Tax inspector,None,Christian
20,Gold Village,Yvonne,Jackson,36,Lodger,Divorced,Female,Science writer,None,None
21,Gold Village,Abbie,May,39,Head,Divorced,Female,Unemployed,None,Methodist
21,Gold Village,Garry,Williams-May,13,Son,NA,Male,Student,None,NA
21,Gold Village,Victor,Williams-May,11,Son,NA,Male,Student,None,NA
21,Gold Village,Kimberley,Williams-May,7,Daughter,NA,Female,Student,None,NA
21,Gold Village,Maurice,Williams-May,7,Son,NA,Male,Student,None,NA
22,Gold Village,Charlene,Davison,72,Head,Widowed,Female,Unemployed,None,None
22,Gold Village,Marian,Davison,36,Daughter,Divorced,Female,"Teacher, early years/pre",None,None
22,Gold Village,Raymond,Davison,32,Son,Single,Male,Animal technologist,None,None
22,Gold Village,Gillian,Davison,29,Daughter,Divorced,Female,Unemployed,None,None
23,Gold Village,Suzanne,Jackson,50,Head,Married,Female,"Presenter, broadcasting",None,Methodist
23,Gold Village,Colin,Jackson,49,Husband,Married,Male,IT consultant,None,None
23,Gold Village,Paul,Jackson,24,Son,Single,Male,Manufacturing engineer,None,Methodist
23,Gold Village,Josephine,Jackson,24,Daughter,Single,Female,Plant breeder/geneticist,None,None
